Text,Category,Urgency
A small branch fell on the roof of the bus shelter.,Treefall,Low
A massive tree fell and took down three electricity poles with it.,Treefall,High
A tree is uprooting slowly and the soil is cracking around it.,Treefall,High
A branch fell into the balcony of the third floor.,Treefall,Low
A tree has fallen on the ATM center near the main road.,Treefall,High
A fallen branch is obstructing the visibility of the speed breaker.,Treefall,Medium
Requesting the removal of a fallen tree from the community park gate.,Treefall,Low
"A tree fell across the railway line, causing a major delay.",Treefall,High
A heavy branch is leaning on the telecommunication box.,Treefall,Medium
A small tree has fallen over the footpath near the university.,Treefall,Low
"A tree has fallen on the fire hydrant, causing a water leak.",Treefall,High
A branch fell and is blocking the entrance to the grocery store.,Treefall,Medium
A tree is leaning toward the neighbor's house dangerously.,Treefall,High
Requesting the removal of fallen twigs from the temple square.,Treefall,Low
A large tree fell on the highway exit ramp.,Treefall,High
A fallen tree is causing a traffic bottleneck on the narrow lane.,Treefall,High
"A branch fell on a bike rider, causing a minor injury.",Treefall,High
A tree is leaning over the high-speed lane of the expressway.,Treefall,High
Fallen branches are scattered near the school bus stop.,Treefall,Medium
A small tree has fallen near the library parking lot.,Treefall,Low
A massive tree fell and destroyed the transformer fence.,Treefall,High
"A branch has fallen on the signal pole, bending it.",Treefall,Medium
A tree fell and is blocking the path to the park fountain.,Treefall,Low
A tree is leaning toward the balcony of the apartment.,Treefall,High
"A heavy branch fell on the sidewalk, nearly hitting a child.",Treefall,High
Requesting the trimming of the tree near the hospital.,Treefall,Low
A tree fell on the main distribution line of the water supply.,Treefall,High
A fallen branch is blocking the entrance to the bank.,Treefall,Medium
A tree is leaning over the road near the blind curve.,Treefall,High
Fallen branches are making it hard to walk near the market.,Treefall,Medium
A small tree has fallen on the garden fence.,Treefall,Low
A tree has fallen on the roof of the local school.,Treefall,High
A branch fell and is dangling over the power cables.,Treefall,High
A tree is leaning toward the street light pole.,Treefall,Medium
Requesting the removal of a fallen tree from the alley.,Treefall,Low
A massive tree fell and is blocking the hospital gate.,Treefall,High
A fallen branch is obstructing the lane near the post office.,Treefall,Medium
A tree is leaning over the playground area.,Treefall,Medium
Fallen branches are blocking the flow of the roadside drain.,Treefall,Medium
A small tree fell near the temple entrance.,Treefall,Low
A tree fell on the highway and caused a multi-car pileup.,Treefall,High
A branch fell on the electricity meter box.,Treefall,High
A tree is leaning toward the main road near the signal.,Treefall,High
Fallen branches are scattered across the residential street.,Treefall,Medium
A small branch fell on the park bench.,Treefall,Low
A tree fell and is resting on the power lines near the market.,Treefall,High
A branch has fallen on the sidewalk near the library.,Treefall,Low
A tree is leaning dangerously after the wind storm.,Treefall,High
Fallen branches are blocking the entrance to the community center.,Treefall,Medium
A small tree fell in the park.,Treefall,Low
A tree fell on the road near the bridge.,Treefall,High
A branch is hanging over the power lines.,Treefall,High
A tree is leaning toward the house.,Treefall,High
Fallen branches are on the road.,Treefall,Medium
A small branch fell near the gate.,Treefall,Low
A tree fell and blocked the lane.,Treefall,High
A branch is hanging over the sidewalk.,Treefall,Medium
A tree is leaning toward the park.,Treefall,Medium
Fallen branches are in the drain.,Treefall,Medium
A small tree fell near the shop.,Treefall,Low
A tree fell on the car.,Treefall,High
A branch fell on the wires.,Treefall,High
A tree is leaning over the road.,Treefall,High
Fallen branches are near the school.,Treefall,Medium
A small branch fell on the grass.,Treefall,Low
A tree fell and destroyed the wall.,Treefall,High
A branch is hanging over the gate.,Treefall,Medium
A tree is leaning toward the light.,Treefall,Medium
Fallen branches are blocking the path.,Treefall,Medium
A small tree fell near the bank.,Treefall,Low
A tree fell on the highway.,Treefall,High
A branch fell on the signal.,Treefall,Medium
A tree is leaning toward the balcony.,Treefall,High
Fallen branches are on the service road.,Treefall,Medium
A small branch fell near the bus stop.,Treefall,Low
A tree fell and blocked the entrance.,Treefall,High
A branch is hanging over the power lines.,Treefall,High
A tree is leaning toward the school.,Treefall,High
Fallen branches are in the market.,Treefall,Medium
A small branch fell near the temple.,Treefall,Low
A tree fell on the transformer.,Treefall,High
A branch fell on the sidewalk.,Treefall,Low
A tree is leaning toward the road.,Treefall,High
Fallen branches are blocking the exit.,Treefall,Medium
A small tree fell in the alley.,Treefall,Low
A tree fell and blocked the bridge.,Treefall,High
A branch is hanging over the path.,Treefall,Medium
A tree is leaning toward the gate.,Treefall,Medium
Fallen branches are in the park.,Treefall,Medium
A small tree fell near the library.,Treefall,Low
A tree fell on the van.,Treefall,High
A branch fell on the cables.,Treefall,High
A tree is leaning over the lane.,Treefall,High
Fallen branches are near the hospital.,Treefall,Medium
A small branch fell on the roof.,Treefall,Low
A tree fell and broke the fence.,Treefall,High
A branch is hanging over the road.,Treefall,Medium
A tree is leaning toward the park.,Treefall,Medium
Fallen branches are blocking the lane.,Treefall,Medium
A small tree fell near the office.,Treefall,Low
A tree fell on the main road.,Treefall,High
A branch fell on the pole.,Treefall,Medium
A tree is leaning toward the window.,Treefall,High
Fallen branches are on the bypass.,Treefall,Medium
A small branch fell near the fountain.,Treefall,Low
A tree fell and blocked the circle.,Treefall,High
A branch is hanging over the wires.,Treefall,High
A tree is leaning toward the playground.,Treefall,Medium
Fallen branches are near the gate.,Treefall,Medium
A small branch fell near the signal.,Treefall,Low
A tree fell on the power line.,Treefall,High
A branch fell on the pavement.,Treefall,Low
A tree is leaning toward the street.,Treefall,High
Fallen branches are blocking the track.,Treefall,Medium
A small tree fell near the well.,Treefall,Low
A tree fell and blocked the tunnel.,Treefall,High
A branch is hanging over the entry.,Treefall,Medium
A tree is leaning toward the wall.,Treefall,Medium
Fallen branches are in the garden.,Treefall,Medium
A small tree fell near the post.,Treefall,Low
A tree fell on the truck.,Treefall,High
A branch fell on the meter.,Treefall,High
A tree is leaning over the track.,Treefall,High
Fallen branches are near the market.,Treefall,Medium
A small branch fell on the bench.,Treefall,Low
A tree fell and broke the signal.,Treefall,High
A branch is hanging over the gate.,Treefall,Medium
A tree is leaning toward the lamp.,Treefall,Medium
Fallen branches are blocking the hall.,Treefall,Medium
A small tree fell near the bus.,Treefall,Low
A tree fell on the bypass.,Treefall,High
A branch fell on the sign.,Treefall,Medium
A tree is leaning toward the roof.,Treefall,High
Fallen branches are on the lane.,Treefall,Medium
A small branch fell near the gate.,Treefall,Low
A tree fell and blocked the park.,Treefall,High
Traffic lights at the main highway junction are completely dead, causing massive gridlock.",Traffic Light,High
The green light at the 4th Cross is dim and hard to see in direct sunlight.,Traffic Light,Low
"Signal is stuck on Red for over 10 minutes, forcing frustrated drivers to jump the light.",Traffic Light,High
Requesting a pedestrian crossing signal at the busy school intersection.,Traffic Light,Low
Traffic signal pole was hit by a truck and is leaning dangerously over the road.,Traffic Light,High
The timer on the signal is not working; it switches randomly without warning.,Traffic Light,Medium
Exposed wiring at the base of the signal pole near the market is sparking.,Traffic Light,High
Red light bulb is fused at the crossroad near the hospital entrance.,Traffic Light,Medium
Tree branches are completely obstructing the view of the traffic light for bus drivers.,Traffic Light,Low
"All lights at the circle are blinking yellow, causing confusion and near-misses.",Traffic Light,High
Signal synchronization is off; the next light turns red as soon as you reach it.,Traffic Light,Medium
"The pedestrian ""Walk"" signal is broken and stays dark at all times.",Traffic Light,Medium
Short circuit in the signal controller box is causing smoke to come out.,Traffic Light,High
One of the LED segments in the countdown timer is not working.,Traffic Light,Low
Traffic light has fallen off its bracket and is dangling by its wires.,Traffic Light,High
Signal pole is rusted at the base and shakes whenever heavy vehicles pass.,Traffic Light,Medium
"The automated sensor is not detecting bikes, so the light never turns green.",Traffic Light,Medium
Requesting a routine check of the traffic light controllers in the central zone.,Traffic Light,Low
"Traffic light near the metro station is flickering rapidly, causing eye strain.",Traffic Light,Medium
Complete signal failure on the bridge is making the intersection a death trap.,Traffic Light,High
"Water has seeped into the signal casing, causing the lights to malfunction.",Traffic Light,Medium
Small maintenance request to clean the grime off the traffic light lenses.,Traffic Light,Low
Signal pole is vibrating excessively after the recent road construction.,Traffic Light,Medium
"Lights are not working near the fire station, delaying emergency vehicles.",Traffic Light,High
The sun visor on the red light is broken and dangling.,Traffic Light,Medium
Requesting the installation of a new traffic signal at the dangerous blind curve.,Traffic Light,Low
Voltage fluctuations are causing the traffic signal to reboot repeatedly.,Traffic Light,High
Traffic light at the end of the service road is turned away from the traffic.,Traffic Light,Low
Underground cable cut has caused all signals on the main road to fail.,Traffic Light,High
"The signal pole near the temple is missing its access door, exposing internal circuits.",Traffic Light,Medium
Traffic signal is too bright at night and is blinding drivers.,Traffic Light,Low
"Pavement around the signal pole is dug up, leaving wires exposed to rain.",Traffic Light,High
The solar-powered signal is not working today due to a battery failure.,Traffic Light,Medium
Requesting the upgrade of old bulb-style signals to modern LED units.,Traffic Light,Low
Traffic light at the bypass exit has been dark for over 24 hours.,Traffic Light,High
The signal controller is making a loud clicking sound every few seconds.,Traffic Light,Medium
Lights are working but the timing is too short for the volume of traffic.,Traffic Light,Medium
One out of the four signals at the junction is facing the wrong direction.,Traffic Light,High
Traffic light pole is partially blocked by a newly installed billboard.,Traffic Light,Low
The pedestrian signal button is stuck and doesn't register requests.,Traffic Light,Medium
Frequent power trips are resetting the signal timing in the industrial area.,Traffic Light,Medium
Requesting the relocation of a signal pole that is blocking the cycle track.,Traffic Light,Low
Total signal blackout near the railway crossing is causing a traffic jam.,Traffic Light,High
Traffic light controller box is open and children are playing near it.,Traffic Light,High
The paint on the signal pole is peeling and it looks neglected.,Traffic Light,Low
"Signals on the flyover are off, making the merge extremely dangerous.",Traffic Light,High
The signal pole near the park is slightly tilted after the heavy storm.,Traffic Light,Medium
Requesting a repair for the fused green light near the community hall.,Traffic Light,Low
Signal circuit is leaking current; I felt a shock when touching the pole.,Traffic Light,High
Intersection near the bus stop is a mess because the lights are out.,Traffic Light,High
Signal sensor turns the light red too early for slow-moving trucks.,Traffic Light,Low
Cable for the traffic signal is hanging low over the road.,Traffic Light,High
"The signal near the bank ATM is off, leading to illegal U-turns.",Traffic Light,Medium
Traffic light at the circle is only working for the main road traffic.,Traffic Light,Medium
Requesting more frequent calibration of the signals near the airport.,Traffic Light,Low
"Lights near the vegetable market are out, causing gridlock in the evening.",Traffic Light,Medium
Signal pole is obstructing the ramp for disabled citizens.,Traffic Light,Medium
The red light near my office has a broken glass lens.,Traffic Light,Low
High-mast signal at the main junction has all bulbs fused.,Traffic Light,High
Traffic signal is flickering every time a heavy vehicle passes by.,Traffic Light,Medium
Dark intersection near the school is dangerous because signals are dead.,Traffic Light,High
Requesting a higher-visibility signal for the high-speed bypass.,Traffic Light,Low
Traffic signal pole has been vandalized and the controller is missing.,Traffic Light,High
The light stays green for 24 hours a day due to a system glitch.,Traffic Light,Medium
Small maintenance request for the signal near the post office.,Traffic Light,Low
Entire sector signals are inoperative due to a central server error.,Traffic Light,High
Traffic signal near the water tank is glowing very dimly.,Traffic Light,Medium
The signal pole is missing its base bolts and is swaying in the wind.,Traffic Light,High
Requesting a new traffic signal for the growing industrial layout.,Traffic Light,Low
Signals on the expressway are dark for a 3km stretch.,Traffic Light,High
Traffic light bulb is shattered and glass is on the road surface.,Traffic Light,Medium
One signal is working but the other three at the junction are off.,Traffic Light,High
Requesting to trim the tree that is completely hiding the amber light.,Traffic Light,Low
Traffic signal near the police station is stuck on amber.,Traffic Light,Medium
Exposed wiring at the top of the signal pole is causing sparks.,Traffic Light,High
Dark intersection in the park area needs the lights to be fixed.,Traffic Light,Medium
Requesting a pedestrian signal near the community garden.,Traffic Light,Low
Total signal failure on the service road is causing minor accidents.,Traffic Light,High
Traffic light pole is bent after a car crash last night.,Traffic Light,High
The light near the library is too small for the width of the road.,Traffic Light,Low
Signal bracket is swaying dangerously during the high winds.,Traffic Light,High
Traffic light is turning red and green every two seconds.,Traffic Light,Medium
Requesting an inspection of the signals in the newly developed ward.,Traffic Light,Low
Lights near the railway station exit are all non-functional.,Traffic Light,High
Traffic signal pole is covered in illegal posters.,Traffic Light,Low
"The light near the pharmacy is out, causing parking chaos.",Traffic Light,Medium
"Traffic signal at the intersection is dark, causing lane confusion.",Traffic Light,High
Requesting a louder audio signal for the visually impaired at this junction.,Traffic Light,Low
Underground wiring for the signals is exposed after the pipe repair.,Traffic Light,High
The signal pole near the primary school is making a buzzing sound.,Traffic Light,High
One LED panel is missing from the traffic light assembly.,Traffic Light,Low
Complete failure of traffic lights on the bridge is very risky.,Traffic Light,High
The light near the community garden is flickering constantly.,Traffic Light,Medium
Requesting a survey of all broken signals in the industrial area.,Traffic Light,Low
Total signal blackout in the colony due to feeder failure.,Traffic Light,High
Traffic signal pole is leaning towards the residential apartment.,Traffic Light,High
The light near the temple is too dim to be noticed.,Traffic Light,Low
Junction signals are all burnt out.,Traffic Light,High
Traffic light is not working since the recent heavy rainfall.,Traffic Light,Medium
Requesting a repair for the fused red light near the bus stand.,Traffic Light,Low
Dark intersection near the bypass is a major safety hazard.,Traffic Light,High
Traffic signal bulb is hanging by a wire from the bracket.,Traffic Light,High
The light near the ATM is very dim.,Traffic Light,Low
All traffic signals on the main artery are off today.,Traffic Light,High
Signal pole is missing its maintenance panel cover.,Traffic Light,Medium
Requesting a new signal for the entrance of the slum area.,Traffic Light,High
Traffic signal is working but is pointed towards the ground.,Traffic Light,Low
Entire row of lights near the airport bypass is dark.,Traffic Light,High
Traffic light near the hospital is blinking red rapidly.,Traffic Light,Medium
Requesting a check on the pedestrian light near the park.,Traffic Light,Low
Dark intersection on the flyover is causing bikers to swerve.,Traffic Light,High
Signal pole is rusted and looks like it might snap.,Traffic Light,Medium
The light near the post office is fused.,Traffic Light,Low
Total signal failure in the market area during peak hours.,Traffic Light,High
Traffic signal is sparking whenever the wind blows.,Traffic Light,High
Requesting a more energy-efficient signal for the street.,Traffic Light,Low
Main signal at the highway junction is not working.,Traffic Light,High
Traffic signal pole is tilted after the storm.,Traffic Light,Medium
The light near the library gate is out.,Traffic Light,Low
Signal circuit is causing the streetlights to trip.,Traffic Light,High
Dark area near the clinic is unsafe because signals are off.,Traffic Light,High
Requesting the cleaning of the traffic light visor.,Traffic Light,Low
Traffic light near the bus terminal is broken.,Traffic Light,Medium
Wires are hanging from the signal pole on the pavement.,Traffic Light,High
Dark intersection near the university is dangerous for students.,Traffic Light,High
Traffic signal near the temple is blinking amber.,Traffic Light,Medium
Requesting a routine maintenance of all city signals.,Traffic Light,Low
Total signal blackout on the service road intersection.,Traffic Light,High
Traffic signal pole is leaning over the power lines.,Traffic Light,High
The light near the park bench is fused.,Traffic Light,Low
Signal is completely off at the main intersection.,Traffic Light,High
Traffic light is turning on very late in the morning.,Traffic Light,Medium
Requesting a repair for the signal near the school.,Traffic Light,Low
Dark intersection on the ring road is causing accidents.,Traffic Light,High
Traffic light bulb is dangling dangerously from the wire.,Traffic Light,High
The signal near the community center is dim.,Traffic Light,Low
All traffic lights in the block are non-functional.,Traffic Light,High
Signal pole is missing the cover for the wiring.,Traffic Light,Medium
Requesting a new pedestrian signal for the dark alley.,Traffic Light,Medium
Signal is shining directly into the driver's line of sight.,Traffic Light,Low
Entire stretch of the highway has dead signals.,Traffic Light,High
Traffic light near the pharmacy is flickering.,Traffic Light,Medium
Requesting a check for the light near the well.,Traffic Light,Low
Dark intersection near the bridge is very scary.,Traffic Light,High
Signal pole is bent due to the high winds.,Traffic Light,Medium
The light near the post office entrance is out.,Traffic Light,Low
Signal circuit is making a loud buzzing noise.,Traffic Light,Medium
Dark area near the school is a major safety risk.,Traffic Light,High
Requesting the removal of the tree branch on the signal.,Traffic Light,Low
Traffic signal near the vegetable market is broken.,Traffic Light,Medium
Wires are exposed at the base of the signal pole.,Traffic Light,High
Dark intersection near the hospital is dangerous.,Traffic Light,High
Traffic light near the temple is dim.,Traffic Light,Low
Requesting a survey of the signals in our ward.,Traffic Light,Low
Total signal blackout in the residential layout.,Traffic Light,High
Signal pole is shaking in the wind.,Traffic Light,Medium
The light near the park entrance is fused.,Traffic Light,Low
Main signal is not working at the junction.,Traffic Light,High
Traffic light is on during the day and off at night.,Traffic Light,Medium
Requesting a repair for the signal near the shop.,Traffic Light,Low
Dark intersection on the bypass is causing near-misses.,Traffic Light,High
Traffic light bulb is hanging by a thin wire.,Traffic Light,High
The signal near the community hall is very dim.,Traffic Light,Low
All traffic lights on the bridge are off.,Traffic Light,High
Traffic signal pole has exposed live wires.,Traffic Light,High
Requesting a new signal for the back road.,Traffic Light,Medium
Traffic signal is flickering and popping.,Traffic Light,High
Entire residential lane has no working signals.,Traffic Light,High
Traffic light near the bank is out.,Traffic Light,Medium
Requesting a check for the fused light in the alley.,Traffic Light,Low
Dark intersection near the park is unsafe for women.,Traffic Light,High
Signal pole is leaning toward the road.,Traffic Light,Medium
The light near the library is very weak.,Traffic Light,Low
Signal is flickering at the main circle.,Traffic Light,Medium
Traffic light is turning off randomly.,Traffic Light,Medium
Requesting a repair for the signal near the gate.,Traffic Light,Low
Dark intersection on the highway is causing crashes.,Traffic Light,High
Traffic signal bulb is shattered inside the casing.,Traffic Light,Medium
The signal near the ATM is not working.,Traffic Light,High
All traffic signals near the railway station are off.,Traffic Light,High
Signal pole is missing several bolts.,Traffic Light,Medium
Requesting a new signal for the dark intersection.,Traffic Light,Medium
Signal is shining through the window.,Traffic Light,Low
Entire flyover has dead signals.,Traffic Light,High
Traffic light near the clinic is flickering.,Traffic Light,Medium
Requesting a check on the signal near the hall.,Traffic Light,Low
Dark intersection near the school is dangerous.,Traffic Light,High
Signal pole is tilted after the accident.,Traffic Light,Medium
The light near the park exit is out.,Traffic Light,Low
Signal circuit is humming loudly.,Traffic Light,Medium
Dark area near the bus stop is a hazard.,Traffic Light,High
Requesting the trimming of the tree near the signal.,Traffic Light,Low
Traffic signal near the market is non-functional.,Traffic Light,Medium
Wires are sticking out from the signal pole base.,Traffic Light,High
Dark intersection near the airport is dangerous.,Traffic Light,High
Traffic light near the temple gate is fused.,Traffic Light,Low
Requesting a maintenance check for all signals.,Traffic Light,Low
Total signal blackout on the highway.,Traffic Light,High
Signal pole is vibrating and making noise.,Traffic Light,Medium
The light near the garden entrance is out.,Traffic Light,Low
Main signal is completely non-functional at the junction.,Traffic Light,High
Pack of aggressive stray dogs chasing two-wheelers near the school entrance.,Others,High
The concrete slabs on the footpath near the library are broken and tilting.,Others,Medium
Loud music from the nearby wedding hall is continuing well past midnight.,Others,Medium
Illegal encroachment of the sidewalk by a local shopkeeper is forcing people onto the road.,Others,High
Public park equipment like swings and slides are rusted and broken.,Others,Medium
Unauthorized construction debris is being dumped in the middle of the residential park.,Others,High
Stray cattle sitting in the middle of the main road is causing a traffic hazard.,Others,High
Requesting the pruning of overgrown weeds along the side of the bypass road.,Others,Low
Public toilet in the market area is extremely filthy and has no water supply.,Others,High
Illegal posters and banners are covering all the public walls in our ward.,Others,Low
High-decibel noise from a nearby industrial unit is causing a disturbance at night.,Others,High
The boundary wall of the government school is in a dilapidated condition and may collapse.,Others,Medium
Open manhole in the middle of the sidewalk is hidden by grass; very dangerous.,Others,High
Requesting a 'No Parking' sign near the hospital emergency exit.,Others,Low
Footpath is completely blocked by an illegal juice stall.,Others,Medium
"Abandoned vehicle is rusting on the roadside for months, occupying parking space.",Others,Low
Heavy dust from a nearby construction site is causing breathing issues for residents.,Others,High
The walking track in the community park is uneven and causes waterlogging.,Others,Medium
Dead tree branches are dangling over the high-tension power lines.,Others,High
Requesting the installation of a public water cooler near the bus terminal.,Others,Low
Stray pigs are roaming near the garbage collection point and entering houses.,Others,Medium
A huge billboard has been installed illegally on the footpath.,Others,High
The public fountain has become a breeding ground for mosquitoes due to stagnant water.,Others,Medium
Requesting a speed breaker near the primary school gate.,Others,Medium
Unauthorized roadside parking of private buses is causing a massive traffic jam.,Others,High
The fence around the community lake is broken in several places.,Others,Medium
Smell from a nearby illegal poultry farm is making it hard to live in the area.,Others,High
Requesting a 'Silent Zone' sign near the library and hospital.,Others,Low
Footpath tiles are loose and water splashes out when stepped on during rain.,Others,Medium
Illegal sand mining observed near the local river bank.,Others,High
Someone is burning dry leaves and plastic in the public park.,Others,High
The public benches in the bus shelter are broken and unusable.,Others,Low
Cattle shed in a residential area is causing a major sanitation problem.,Others,Medium
Requesting the removal of an abandoned kiosk on the main road.,Others,Low
Illegal tap connection observed on the main municipal supply line.,Others,High
The stairs leading to the pedestrian bridge are cracked and slippery.,Others,Medium
Noise pollution from a nearby religious place using high-volume speakers.,Others,Medium
Requesting the painting of the zebra crossing near the metro station.,Others,Low
Illegal vehicle washing center is letting soapy water flood the road.,Others,Medium
A swarm of bees has built a hive on the tree overhanging the public path.,Others,High
The gate of the public park is jammed and doesn't open fully.,Others,Low
Illegal parking of heavy trucks on the narrow residential lane.,Others,High
Requesting the installation of a CCTV camera at the dark corner of the park.,Others,Low
Dust and smoke from a nearby unauthorized small-scale factory.,Others,High
The community hall roof is leaking during the rainy season.,Others,Medium
Stray monkeys are creating a nuisance and stealing items from houses.,Others,Medium
Requesting more benches for senior citizens in the public garden.,Others,Low
Illegal hoarding is leaning dangerously toward the road.,Others,High
The rainwater harvesting pit in our colony is filled with trash.,Others,Medium
"Requesting the removal of an old, dead tree in the park.",Others,Low
Roadside trees are not being watered and are drying up.,Others,Low
Illegal drainage connection from a private house into the storm water drain.,Others,High
The median on the highway is broken and people are crossing dangerously.,Others,High
Requesting a designated area for street vendors so the road stays clear.,Others,Medium
High noise levels from a construction site working through the night.,Others,High
Public gym equipment in the park is broken and needs repair.,Others,Medium
Requesting a 'No Smoking' sign in the public playground.,Others,Low
Illegal extension of a house is encroaching onto the public lane.,Others,High
The community well is uncovered and poses a risk to children.,Others,High
Requesting the repair of the boundary fence of the city forest area.,Others,Low
Stray dogs are biting pedestrians near the temple entrance.,Others,High
Footpath is being used by two-wheelers to avoid traffic.,Others,High
Smoke from a nearby tire-burning unit is causing health issues.,Others,High
Requesting the installation of more dustbins in the market.,Others,Low
Illegal car workshop is using the road to repair vehicles.,Others,Medium
The public library building has major cracks in the structure.,Others,High
Requesting the cleaning of the overhead water tank in the ward.,Others,Medium
Unauthorized sale of liquor in a residential area.,Others,High
"The bridge railing is broken, posing a risk of falling into the canal.",Others,High
Requesting a 'Dead End' sign at the entrance of the lane.,Others,Low
Illegal cattle grazing in the public landscaped garden.,Others,Medium
Stagnant water in the vacant plot is a dengue risk.,Others,High
Requesting a security guard for the public park at night.,Others,Medium
Illegal digging of the road for private internet cable installation.,Others,High
The public toilet has no lights and is unsafe at night.,Others,Medium
Requesting the removal of a beehive near the school window.,Others,High
Noise from the nearby generator is exceeding permissible limits.,Others,Medium
Footpath is too high for elderly people to climb.,Others,Low
Illegal butcher shop is throwing waste into the open space.,Others,High
Requesting the repair of the park's walking path.,Others,Low
Stray cattle are eating the saplings planted by the forest department.,Others,Medium
Unauthorized mobile tower being built on a weak building.,Others,High
Requesting a 'One Way' sign for the narrow lane.,Others,Low
"Public tap has no drainage, causing a slushy mess around it.",Others,Medium
Illegal parking of ambulances in front of residential gates.,Others,Medium
Requesting a new playground for the children in our area.,Others,Low
The bridge is shaking whenever a heavy vehicle passes.,Others,High
Illegal posters on the historical monument wall.,Others,Low
Stagnant water on the roof of the public school.,Others,Medium
Requesting the removal of the abandoned handcart on the sidewalk.,Others,Low
Noise from the aircraft is too loud in this residential zone.,Others,Low
Illegal construction of a shop on the park land.,Others,High
Requesting a 'School Ahead' sign on the main road.,Others,Low
The public park is not being watered regularly.,Others,Low
Illegal cable wires are criss-crossing over the road.,Others,Medium
Requesting the cleaning of the statue in the city circle.,Others,Low
The footpath is missing in several sections of the main road.,Others,Medium
Illegal car parking is blocking the fire hydrant.,Others,High
Requesting a 'Blind Curve' sign on the hill road.,Others,Low
"Stray dogs are howling all night, disturbing sleep.",Others,Low
Unauthorized digging of a borewell in the middle of the road.,Others,High
The public garden gate is rusted and sharp.,Others,Low
Requesting the removal of weeds from the bridge structure.,Others,Medium
Illegal encroachment of the lake bed by private developers.,Others,High
The stairs to the underground crossing are broken.,Others,Medium
Requesting the painting of the speed breaker.,Others,Low
Noise from the night market is too loud for students.,Others,Medium
Illegal parking of school vans in the residential area.,Others,Medium
Requesting the repair of the public clock in the tower.,Others,Low
"The park is filled with dry grass, which is a fire hazard.",Others,Medium
Illegal roadside eateries are using domestic gas cylinders.,Others,High
Requesting a 'U-Turn Prohibited' sign at the signal.,Others,Low
The public toilet door is missing.,Others,Medium
Illegal dumping of medical waste in the general bin.,Others,High
Requesting the pruning of the trees blocking the CCTV.,Others,Medium
The walking path is covered in moss and is very slippery.,Others,Medium
Illegal parking of taxis near the hospital gate.,Others,Medium
Requesting a 'Keep Quiet' sign near the meditation center.,Others,Low
The public well water is smelling like chemicals.,Others,High
Illegal posters on the electricity poles.,Others,Low
Requesting the repair of the broken slide in the park.,Others,Medium
Noise from the construction site is vibrating the houses.,Others,Medium
Illegal sale of firecrackers in a crowded market.,Others,High
Requesting a 'No Entry' sign for heavy vehicles.,Others,Low
The public park fence is missing in some parts.,Others,Low
Illegal car wash center is wasting water.,Others,Medium
Requesting the removal of the dead dog from the park.,Others,High
The footpath is blocked by construction material.,Others,Medium
Illegal parking of buses on the main highway.,Others,High
Requesting a 'Slow Down' sign near the park.,Others,Low
The public toilet has no soap or sanitizer.,Others,Low
Illegal excavation of soil from the public ground.,Others,Medium
Requesting the repair of the park's boundary wall.,Others,Low
Noise from the industrial fans is constant.,Others,Medium
Illegal construction of a temple on the footpath.,Others,High
Requesting a 'No Littering' sign in the garden.,Others,Low
The public bridge is rusting and looks unsafe.,Others,Medium
Illegal parking of tempos in the playground.,Others,Medium
Requesting the cleaning of the pond in the park.,Others,Low
The footpath is too narrow for two people to pass.,Others,Low
Illegal sale of tobacco near the school gate.,Others,High
Requesting a 'Watch Out for Animals' sign.,Others,Low
The public park is used for illegal activities at night.,Others,High
Illegal parking of trucks in front of the gate.,Others,Medium
Requesting the repair of the park fountain.,Others,Low
The stairs to the bridge are very steep.,Others,Low
Illegal dumping of fish waste in the open.,Others,High
Requesting a 'No Parking' sign near the park.,Others,Low
The public toilet is always locked.,Others,Medium
Illegal parking of motorcycles on the footpath.,Others,Medium
Requesting the removal of the tree branch on the house.,Others,Medium
The park is very dark and needs more lights.,Others,Medium
Illegal encroachment of the road by the fruit vendor.,Others,Medium
Requesting the painting of the park gate.,Others,Low
The public well is filled with plastic bags.,Others,Medium
Illegal construction of a shed in the park.,Others,Medium
Requesting a 'Silent Zone' sign near the clinic.,Others,Low
The footpath tiles are missing.,Others,Low
Illegal parking of cars in the bus lane.,Others,High
Requesting the repair of the public gym.,Others,Medium
Noise from the heavy traffic is too loud.,Others,Low
Illegal sale of gas cylinders on the road.,Others,High
Requesting a 'School Zone' sign.,Others,Low
The public park is overgrown with bushes.,Others,Low
Illegal parking of trailers on the bypass.,Others,High
Requesting the removal of the abandoned car.,Others,Low
The footpath is slippery due to algae.,Others,Medium
Illegal construction on the storm water drain.,Others,High
Requesting a 'No Horn' sign near the hospital.,Others,Low
The public toilet smell is reaching the houses.,Others,Medium
Illegal parking of rickshaws near the gate.,Others,Medium
Requesting the repair of the park benches.,Others,Low
The bridge is vibrating too much.,Others,Medium
Illegal dumping of construction waste.,Others,Medium
Requesting the cleaning of the park.,Others,Low
The footpath is blocked by a power box.,Others,Medium
Illegal parking of vans near the school.,Others,Medium
Requesting a 'One Way' sign.,Others,Low
The public park is dusty.,Others,Low
Illegal encroachment of the canal.,Others,High
Requesting the removal of the poster.,Others,Low
The stairs are broken.,Others,Medium
Illegal parking of bikes.,Others,Low
Requesting a 'Speed Limit' sign.,Others,Low
The park gate is broken.,Others,Medium
Illegal dumping of chemicals.,Others,High
Requesting a check on the noise.,Others,Low
The footpath is too small.,Others,Low
Illegal parking of taxis.,Others,Medium
Requesting the repair of the park.,Others,Low
The public toilet is filthy.,Others,High
Illegal sale of items.,Others,Medium
